Input Number, Run_Number, Result@ 100, X1, H, PO, CE, Y, D, CO, PE, A, M, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 5, 3, 9, 0, 0, 19, 0
INVAR-1, Run: 002, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 8, 0, 9, 0, 0, 22, 0
INVAR-1, Run: 003, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 6, 0, 9, 5, 3, 9, 0, 0, 15, 0
INVAR-1, Run: 004, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 5, 3, 9, 0, 0, 20, 0
INVAR-1, Run: 005, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 20, 0, 9, 5, 3, 9, 0, 0, 29, 0
INVAR-1, Run: 006, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 7, 1, 9, 0, 0, 23, 0
INVAR-1, Run: 007, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 9, 0, 9, 6, 2, 9, 0, 0, 18, 0
INVAR-1, Run: 008, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 7, 1, 9, 0, 0, 21, 0
INVAR-1, Run: 009, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 8, 0, 9, 0, 0, 19, 0
INVAR-1, Run: 010, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 25, 0, 9, 7, 1, 9, 0, 0, 34, 0
INVAR-1, Run: 011, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 6, 2, 9, 0, 0, 25, 0
INVAR-1, Run: 012, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 8, 0, 9, 0, 0, 24, 0
INVAR-1, Run: 013, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 6, 2, 9, 0, 0, 21, 0
INVAR-1, Run: 014, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 23, 0, 9, 4, 4, 9, 0, 0, 32, 0
INVAR-1, Run: 015, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 3, 5, 9, 0, 0, 20, 0
INVAR-1, Run: 016, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 22, 0, 9, 5, 3, 9, 0, 0, 31, 0
INVAR-1, Run: 017, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 7, 1, 9, 0, 0, 19, 0
INVAR-1, Run: 018, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 1, 7, 9, 0, 0, 24, 0
INVAR-1, Run: 019, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 18, 0, 9, 6, 2, 9, 0, 0, 27, 0
INVAR-1, Run: 020, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 3, 5, 9, 0, 0, 22, 0
INVAR-1, Run: 021, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 3, 5, 9, 0, 0, 16, 0
INVAR-1, Run: 022, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 4, 4, 9, 0, 0, 25, 0
INVAR-1, Run: 023, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 18, 0, 9, 5, 3, 9, 0, 0, 27, 0
INVAR-1, Run: 024, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 5, 0, 9, 5, 3, 9, 0, 0, 14, 0
INVAR-1, Run: 025, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 5, 3, 9, 0, 0, 24, 0
INVAR-1, Run: 026, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 9, 0, 9, 5, 3, 9, 0, 0, 18, 0
INVAR-1, Run: 027, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 5, 0, 9, 4, 4, 9, 0, 0, 14, 0
INVAR-1, Run: 028, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 28, 0, 9, 4, 4, 9, 0, 0, 37, 0
INVAR-1, Run: 029, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 7, 1, 9, 0, 0, 16, 0
INVAR-1, Run: 030, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 5, 3, 9, 0, 0, 24, 0
INVAR-1, Run: 031, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 4, 4, 9, 0, 0, 21, 0
INVAR-1, Run: 032, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 6, 2, 9, 0, 0, 20, 0
INVAR-1, Run: 033, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 7, 1, 9, 0, 0, 17, 0
INVAR-1, Run: 034, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 7, 1, 9, 0, 0, 21, 0
INVAR-1, Run: 035, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 4, 4, 9, 0, 0, 24, 0
INVAR-1, Run: 036, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 7, 1, 9, 0, 0, 20, 0
INVAR-1, Run: 037, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 6, 2, 9, 0, 0, 22, 0
INVAR-1, Run: 038, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 6, 2, 9, 0, 0, 16, 0
INVAR-1, Run: 039, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 23, 0, 9, 4, 4, 9, 0, 0, 32, 0
INVAR-1, Run: 040, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 6, 2, 9, 0, 0, 16, 0
INVAR-1, Run: 041, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 7, 1, 9, 0, 0, 16, 0
INVAR-1, Run: 042, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 24, 0, 9, 8, 0, 9, 0, 0, 33, 0
INVAR-1, Run: 043, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 5, 3, 9, 0, 0, 22, 0
INVAR-1, Run: 044, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 4, 4, 9, 0, 0, 25, 0
INVAR-1, Run: 045, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 4, 4, 9, 0, 0, 21, 0
INVAR-1, Run: 046, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 7, 1, 9, 0, 0, 21, 0
INVAR-1, Run: 047, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 20, 0, 9, 6, 2, 9, 0, 0, 29, 0
INVAR-1, Run: 048, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 7, 1, 9, 0, 0, 25, 0
INVAR-1, Run: 049, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 4, 4, 9, 0, 0, 17, 0
INVAR-1, Run: 050, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 5, 3, 9, 0, 0, 19, 0
INVAR-1, Run: 051, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 6, 2, 9, 0, 0, 19, 0
INVAR-1, Run: 052, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 8, 0, 9, 0, 0, 17, 0
INVAR-1, Run: 053, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 6, 2, 9, 0, 0, 17, 0
INVAR-1, Run: 054, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 5, 3, 9, 0, 0, 21, 0
INVAR-1, Run: 055, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 4, 4, 9, 0, 0, 16, 0
INVAR-1, Run: 056, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 4, 4, 9, 0, 0, 21, 0
INVAR-1, Run: 057, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 22, 0, 9, 3, 5, 9, 0, 0, 31, 0
INVAR-1, Run: 058, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 3, 5, 9, 0, 0, 23, 0
INVAR-1, Run: 059, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 5, 3, 9, 0, 0, 16, 0
INVAR-1, Run: 060, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 17, 0, 9, 4, 4, 9, 0, 0, 26, 0
INVAR-1, Run: 061, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 5, 3, 9, 0, 0, 20, 0
INVAR-1, Run: 062, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 22, 0, 9, 5, 3, 9, 0, 0, 31, 0
INVAR-1, Run: 063, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 19, 0, 9, 6, 2, 9, 0, 0, 28, 0
INVAR-1, Run: 064, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 5, 3, 9, 0, 0, 25, 0
INVAR-1, Run: 065, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 4, 4, 9, 0, 0, 23, 0
INVAR-1, Run: 066, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 31, 0, 9, 5, 3, 9, 0, 0, 40, 0
INVAR-1, Run: 067, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 9, 0, 9, 5, 3, 9, 0, 0, 18, 0
INVAR-1, Run: 068, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 4, 4, 9, 0, 0, 23, 0
INVAR-1, Run: 069, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 18, 0, 9, 7, 1, 9, 0, 0, 27, 0
INVAR-1, Run: 070, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 19, 0, 9, 5, 3, 9, 0, 0, 28, 0
INVAR-1, Run: 071, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 4, 4, 9, 0, 0, 25, 0
INVAR-1, Run: 072, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 5, 0, 9, 6, 2, 9, 0, 0, 14, 0
INVAR-1, Run: 073, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 5, 3, 9, 0, 0, 19, 0
INVAR-1, Run: 074, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 4, 4, 9, 0, 0, 24, 0
INVAR-1, Run: 075, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 6, 2, 9, 0, 0, 24, 0
INVAR-1, Run: 076, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 19, 0, 9, 5, 3, 9, 0, 0, 28, 0
INVAR-1, Run: 077, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 5, 3, 9, 0, 0, 19, 0
INVAR-1, Run: 078, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 7, 1, 9, 0, 0, 17, 0
INVAR-1, Run: 079, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 19, 0, 9, 5, 3, 9, 0, 0, 28, 0
INVAR-1, Run: 080, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 18, 0, 9, 5, 3, 9, 0, 0, 27, 0
INVAR-1, Run: 081, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 5, 3, 9, 0, 0, 21, 0
INVAR-1, Run: 082, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 9, 0, 9, 5, 3, 9, 0, 0, 18, 0
INVAR-1, Run: 083, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 4, 4, 9, 0, 0, 24, 0
INVAR-1, Run: 084, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 4, 4, 9, 0, 0, 21, 0
INVAR-1, Run: 085, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 4, 4, 9, 0, 0, 17, 0
INVAR-1, Run: 086, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 4, 4, 9, 0, 0, 19, 0
INVAR-1, Run: 087, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 4, 4, 9, 0, 0, 16, 0
INVAR-1, Run: 088, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 3, 5, 9, 0, 0, 22, 0
INVAR-1, Run: 089, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 8, 0, 9, 0, 0, 22, 0
INVAR-1, Run: 090, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 17, 0, 9, 5, 3, 9, 0, 0, 26, 0
INVAR-1, Run: 091, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 9, 0, 9, 6, 2, 9, 0, 0, 18, 0
INVAR-1, Run: 092, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 4, 4, 9, 0, 0, 21, 0
INVAR-1, Run: 093, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 6, 2, 9, 0, 0, 22, 0
INVAR-1, Run: 094, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 7, 1, 9, 0, 0, 20, 0
INVAR-1, Run: 095, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 17, 0, 9, 6, 2, 9, 0, 0, 26, 0
INVAR-1, Run: 096, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 5, 3, 9, 0, 0, 23, 0
INVAR-1, Run: 097, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 7, 1, 9, 0, 0, 25, 0
INVAR-1, Run: 098, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 10, 0, 9, 4, 4, 9, 0, 0, 19, 0
INVAR-1, Run: 099, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 22, 0, 9, 5, 3, 9, 0, 0, 31, 0
INVAR-1, Run: 100, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 17, 0, 9, 7, 1, 9, 0, 0, 26, 0
INVAR-10, Run: 001, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 560, 0, 100, 68, 31, 100, 0, 0, 660, 0
INVAR-10, Run: 002, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 769, 0, 100, 64, 35, 100, 0, 0, 869, 0
INVAR-10, Run: 003, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 764, 0, 100, 64, 35, 100, 0, 0, 864, 0
INVAR-10, Run: 004, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 824, 0, 100, 65, 34, 100, 0, 0, 924, 0
INVAR-10, Run: 005, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 748, 0, 100, 62, 37, 100, 0, 0, 848, 0
INVAR-10, Run: 006, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 702, 0, 100, 67, 32, 100, 0, 0, 802, 0
INVAR-10, Run: 007, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 821, 0, 100, 70, 29, 100, 0, 0, 921, 0
INVAR-10, Run: 008, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 894, 0, 100, 60, 39, 100, 0, 0, 994, 0
INVAR-10, Run: 009, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1022, 0, 100, 62, 37, 100, 0, 0, 1122, 0
INVAR-10, Run: 010, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 838, 0, 100, 65, 34, 100, 0, 0, 938, 0
INVAR-10, Run: 011, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 795, 0, 100, 53, 46, 100, 0, 0, 895, 0
INVAR-10, Run: 012, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 756, 0, 100, 64, 35, 100, 0, 0, 856, 0
INVAR-10, Run: 013, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 841, 0, 100, 58, 41, 100, 0, 0, 941, 0
INVAR-10, Run: 014, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 687, 0, 100, 66, 33, 100, 0, 0, 787, 0
INVAR-10, Run: 015, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 709, 0, 100, 63, 36, 100, 0, 0, 809, 0
INVAR-10, Run: 016, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 629, 0, 100, 66, 33, 100, 0, 0, 729, 0
INVAR-10, Run: 017, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 876, 0, 100, 62, 37, 100, 0, 0, 976, 0
INVAR-10, Run: 018, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 839, 0, 100, 55, 44, 100, 0, 0, 939, 0
INVAR-10, Run: 019, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 867, 0, 100, 60, 39, 100, 0, 0, 967, 0
INVAR-10, Run: 020, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 876, 0, 100, 70, 29, 100, 0, 0, 976, 0
INVAR-10, Run: 021, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 764, 0, 100, 65, 34, 100, 0, 0, 864, 0
INVAR-10, Run: 022, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 897, 0, 100, 59, 40, 100, 0, 0, 997, 0
INVAR-10, Run: 023, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 844, 0, 100, 63, 36, 100, 0, 0, 944, 0
INVAR-10, Run: 024, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 831, 0, 100, 63, 36, 100, 0, 0, 931, 0
INVAR-10, Run: 025, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 890, 0, 100, 63, 36, 100, 0, 0, 990, 0
INVAR-10, Run: 026, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 609, 0, 100, 64, 35, 100, 0, 0, 709, 0
INVAR-10, Run: 027, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 758, 0, 100, 64, 35, 100, 0, 0, 858, 0
INVAR-10, Run: 028, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 950, 0, 100, 60, 39, 100, 0, 0, 1050, 0
INVAR-10, Run: 029, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1048, 0, 100, 65, 34, 100, 0, 0, 1148, 0
INVAR-10, Run: 030, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 928, 0, 100, 60, 39, 100, 0, 0, 1028, 0
INVAR-10, Run: 031, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 686, 0, 100, 59, 40, 100, 0, 0, 786, 0
INVAR-10, Run: 032, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 877, 0, 100, 60, 39, 100, 0, 0, 977, 0
INVAR-10, Run: 033, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 840, 0, 100, 59, 40, 100, 0, 0, 940, 0
INVAR-10, Run: 034, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 749, 0, 100, 70, 29, 100, 0, 0, 849, 0
INVAR-10, Run: 035, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 757, 0, 100, 59, 40, 100, 0, 0, 857, 0
INVAR-10, Run: 036, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 752, 0, 100, 67, 32, 100, 0, 0, 852, 0
INVAR-10, Run: 037, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 610, 0, 100, 56, 43, 100, 0, 0, 710, 0
INVAR-10, Run: 038, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 761, 0, 100, 56, 43, 100, 0, 0, 861, 0
INVAR-10, Run: 039, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 756, 0, 100, 67, 32, 100, 0, 0, 856, 0
INVAR-10, Run: 040, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 774, 0, 100, 60, 39, 100, 0, 0, 874, 0
INVAR-10, Run: 041, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 810, 0, 100, 61, 38, 100, 0, 0, 910, 0
INVAR-10, Run: 042, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 741, 0, 100, 71, 28, 100, 0, 0, 841, 0
INVAR-10, Run: 043, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 763, 0, 100, 58, 41, 100, 0, 0, 863, 0
