Input Number, Run_Number, Result@ 100, X1, H, PO, CE, Y, D, CO, PE, A, M, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 044, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 585, 0, 100, 62, 37, 100, 0, 0, 685, 0
INVAR-10, Run: 045, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 643, 0, 100, 53, 46, 100, 0, 0, 743, 0
INVAR-10, Run: 046, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 767, 0, 100, 56, 43, 100, 0, 0, 867, 0
INVAR-10, Run: 047, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 735, 0, 100, 70, 29, 100, 0, 0, 835, 0
INVAR-10, Run: 048, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 812, 0, 100, 60, 39, 100, 0, 0, 912, 0
INVAR-10, Run: 049, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 919, 0, 100, 70, 29, 100, 0, 0, 1019, 0
INVAR-10, Run: 050, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 695, 0, 100, 58, 41, 100, 0, 0, 795, 0
INVAR-10, Run: 051, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 671, 0, 100, 67, 32, 100, 0, 0, 771, 0
INVAR-10, Run: 052, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1007, 0, 100, 66, 33, 100, 0, 0, 1107, 0
INVAR-10, Run: 053, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 821, 0, 100, 55, 44, 100, 0, 0, 921, 0
INVAR-10, Run: 054, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 836, 0, 100, 61, 38, 100, 0, 0, 936, 0
INVAR-10, Run: 055, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 674, 0, 100, 56, 43, 100, 0, 0, 774, 0
INVAR-10, Run: 056, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 871, 0, 100, 59, 40, 100, 0, 0, 971, 0
INVAR-10, Run: 057, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 836, 0, 100, 61, 38, 100, 0, 0, 936, 0
INVAR-10, Run: 058, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 667, 0, 100, 61, 38, 100, 0, 0, 767, 0
INVAR-10, Run: 059, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 616, 0, 100, 64, 35, 100, 0, 0, 716, 0
INVAR-10, Run: 060, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 702, 0, 100, 72, 27, 100, 0, 0, 802, 0
INVAR-10, Run: 061, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 820, 0, 100, 58, 41, 100, 0, 0, 920, 0
INVAR-10, Run: 062, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 836, 0, 100, 64, 35, 100, 0, 0, 936, 0
INVAR-10, Run: 063, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 853, 0, 100, 63, 36, 100, 0, 0, 953, 0
INVAR-10, Run: 064, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 701, 0, 100, 72, 27, 100, 0, 0, 801, 0
INVAR-10, Run: 065, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 800, 0, 100, 64, 35, 100, 0, 0, 900, 0
INVAR-10, Run: 066, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 880, 0, 100, 62, 37, 100, 0, 0, 980, 0
INVAR-10, Run: 067, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 955, 0, 100, 67, 32, 100, 0, 0, 1055, 0
INVAR-10, Run: 068, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 805, 0, 100, 68, 31, 100, 0, 0, 905, 0
INVAR-10, Run: 069, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 920, 0, 100, 69, 30, 100, 0, 0, 1020, 0
INVAR-10, Run: 070, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 846, 0, 100, 63, 36, 100, 0, 0, 946, 0
INVAR-10, Run: 071, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 808, 0, 100, 60, 39, 100, 0, 0, 908, 0
INVAR-10, Run: 072, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 830, 0, 100, 63, 36, 100, 0, 0, 930, 0
INVAR-10, Run: 073, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 728, 0, 100, 61, 38, 100, 0, 0, 828, 0
INVAR-10, Run: 074, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 795, 0, 100, 65, 34, 100, 0, 0, 895, 0
INVAR-10, Run: 075, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 791, 0, 100, 67, 32, 100, 0, 0, 891, 0
INVAR-10, Run: 076, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 907, 0, 100, 63, 36, 100, 0, 0, 1007, 0
INVAR-10, Run: 077, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 751, 0, 100, 63, 36, 100, 0, 0, 851, 0
INVAR-10, Run: 078, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 770, 0, 100, 60, 39, 100, 0, 0, 870, 0
INVAR-10, Run: 079, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 864, 0, 100, 58, 41, 100, 0, 0, 964, 0
INVAR-10, Run: 080, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 726, 0, 100, 61, 38, 100, 0, 0, 826, 0
INVAR-10, Run: 081, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 596, 0, 100, 73, 26, 100, 0, 0, 696, 0
INVAR-10, Run: 082, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 801, 0, 100, 69, 30, 100, 0, 0, 901, 0
INVAR-10, Run: 083, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1076, 0, 100, 58, 41, 100, 0, 0, 1176, 0
INVAR-10, Run: 084, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 855, 0, 100, 63, 36, 100, 0, 0, 955, 0
INVAR-10, Run: 085, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 800, 0, 100, 58, 41, 100, 0, 0, 900, 0
INVAR-10, Run: 086, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 853, 0, 100, 66, 33, 100, 0, 0, 953, 0
INVAR-10, Run: 087, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 886, 0, 100, 62, 37, 100, 0, 0, 986, 0
INVAR-10, Run: 088, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 929, 0, 100, 46, 53, 100, 0, 0, 1029, 0
INVAR-10, Run: 089, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 813, 0, 100, 67, 32, 100, 0, 0, 913, 0
INVAR-10, Run: 090, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 857, 0, 100, 57, 42, 100, 0, 0, 957, 0
INVAR-10, Run: 091, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1021, 0, 100, 58, 41, 100, 0, 0, 1121, 0
INVAR-10, Run: 092, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 861, 0, 100, 55, 44, 100, 0, 0, 961, 0
INVAR-10, Run: 093, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 663, 0, 100, 75, 24, 100, 0, 0, 763, 0
INVAR-10, Run: 094, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 841, 0, 100, 68, 31, 100, 0, 0, 941, 0
INVAR-10, Run: 095, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 953, 0, 100, 59, 40, 100, 0, 0, 1053, 0
INVAR-10, Run: 096, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 747, 0, 100, 66, 33, 100, 0, 0, 847, 0
INVAR-10, Run: 097, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 544, 0, 100, 60, 39, 100, 0, 0, 644, 0
INVAR-10, Run: 098, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 783, 0, 100, 60, 39, 100, 0, 0, 883, 0
INVAR-10, Run: 099, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 820, 0, 100, 63, 36, 100, 0, 0, 920, 0
INVAR-10, Run: 100, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 896, 0, 100, 59, 40, 100, 0, 0, 996, 0
INVAR-2, Run: 001, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 93, 0, 28, 20, 7, 28, 0, 0, 121, 0
INVAR-2, Run: 002, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 114, 0, 28, 20, 7, 28, 0, 0, 142, 0
INVAR-2, Run: 003, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 117, 0, 28, 17, 10, 28, 0, 0, 145, 0
INVAR-2, Run: 004, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 78, 0, 28, 16, 11, 28, 0, 0, 106, 0
INVAR-2, Run: 005, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 110, 0, 28, 19, 8, 28, 0, 0, 138, 0
INVAR-2, Run: 006, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 56, 0, 28, 24, 3, 28, 0, 0, 84, 0
INVAR-2, Run: 007, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 81, 0, 28, 19, 8, 28, 0, 0, 109, 0
INVAR-2, Run: 008, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 143, 0, 28, 20, 7, 28, 0, 0, 171, 0
INVAR-2, Run: 009, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 101, 0, 28, 18, 9, 28, 0, 0, 129, 0
INVAR-2, Run: 010, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 100, 0, 28, 15, 12, 28, 0, 0, 128, 0
INVAR-2, Run: 011, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 83, 0, 28, 20, 7, 28, 0, 0, 111, 0
INVAR-2, Run: 012, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 102, 0, 28, 20, 7, 28, 0, 0, 130, 0
INVAR-2, Run: 013, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 117, 0, 28, 11, 16, 28, 0, 0, 145, 0
INVAR-2, Run: 014, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 57, 0, 28, 18, 9, 28, 0, 0, 85, 0
INVAR-2, Run: 015, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 84, 0, 28, 21, 6, 28, 0, 0, 112, 0
INVAR-2, Run: 016, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 84, 0, 28, 22, 5, 28, 0, 0, 112, 0
INVAR-2, Run: 017, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 74, 0, 28, 21, 6, 28, 0, 0, 102, 0
INVAR-2, Run: 018, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 68, 0, 28, 22, 5, 28, 0, 0, 96, 0
INVAR-2, Run: 019, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 80, 0, 28, 14, 13, 28, 0, 0, 108, 0
INVAR-2, Run: 020, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 114, 0, 28, 22, 5, 28, 0, 0, 142, 0
INVAR-2, Run: 021, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 166, 0, 28, 16, 11, 28, 0, 0, 194, 0
INVAR-2, Run: 022, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 126, 0, 28, 19, 8, 28, 0, 0, 154, 0
INVAR-2, Run: 023, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 142, 0, 28, 14, 13, 28, 0, 0, 170, 0
INVAR-2, Run: 024, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 105, 0, 28, 15, 12, 28, 0, 0, 133, 0
INVAR-2, Run: 025, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 133, 0, 28, 19, 8, 28, 0, 0, 161, 0
INVAR-2, Run: 026, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 124, 0, 28, 16, 11, 28, 0, 0, 152, 0
INVAR-2, Run: 027, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 69, 0, 28, 18, 9, 28, 0, 0, 97, 0
INVAR-2, Run: 028, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 99, 0, 28, 17, 10, 28, 0, 0, 127, 0
INVAR-2, Run: 029, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 91, 0, 28, 12, 15, 28, 0, 0, 119, 0
INVAR-2, Run: 030, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 90, 0, 28, 19, 8, 28, 0, 0, 118, 0
INVAR-2, Run: 031, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 71, 0, 28, 22, 5, 28, 0, 0, 99, 0
INVAR-2, Run: 032, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 149, 0, 28, 17, 10, 28, 0, 0, 177, 0
INVAR-2, Run: 033, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 86, 0, 28, 16, 11, 28, 0, 0, 114, 0
INVAR-2, Run: 034, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 133, 0, 28, 18, 9, 28, 0, 0, 161, 0
INVAR-2, Run: 035, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 107, 0, 28, 20, 7, 28, 0, 0, 135, 0
INVAR-2, Run: 036, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 89, 0, 28, 19, 8, 28, 0, 0, 117, 0
INVAR-2, Run: 037, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 116, 0, 28, 19, 8, 28, 0, 0, 144, 0
INVAR-2, Run: 038, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 79, 0, 28, 19, 8, 28, 0, 0, 107, 0
INVAR-2, Run: 039, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 108, 0, 28, 11, 16, 28, 0, 0, 136, 0
INVAR-2, Run: 040, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 112, 0, 28, 19, 8, 28, 0, 0, 140, 0
INVAR-2, Run: 041, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 134, 0, 28, 13, 14, 28, 0, 0, 162, 0
INVAR-2, Run: 042, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 95, 0, 28, 17, 10, 28, 0, 0, 123, 0
INVAR-2, Run: 043, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 84, 0, 28, 19, 8, 28, 0, 0, 112, 0
INVAR-2, Run: 044, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 80, 0, 28, 16, 11, 28, 0, 0, 108, 0
INVAR-2, Run: 045, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 119, 0, 28, 11, 16, 28, 0, 0, 147, 0
INVAR-2, Run: 046, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 88, 0, 28, 18, 9, 28, 0, 0, 116, 0
INVAR-2, Run: 047, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 90, 0, 28, 15, 12, 28, 0, 0, 118, 0
INVAR-2, Run: 048, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 87, 0, 28, 18, 9, 28, 0, 0, 115, 0
INVAR-2, Run: 049, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 55, 0, 28, 12, 15, 28, 0, 0, 83, 0
INVAR-2, Run: 050, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 99, 0, 28, 13, 14, 28, 0, 0, 127, 0
INVAR-2, Run: 051, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 97, 0, 28, 18, 9, 28, 0, 0, 125, 0
INVAR-2, Run: 052, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 81, 0, 28, 20, 7, 28, 0, 0, 109, 0
INVAR-2, Run: 053, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 107, 0, 28, 15, 12, 28, 0, 0, 135, 0
INVAR-2, Run: 054, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 71, 0, 28, 19, 8, 28, 0, 0, 99, 0
INVAR-2, Run: 055, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 92, 0, 28, 16, 11, 28, 0, 0, 120, 0
INVAR-2, Run: 056, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 94, 0, 28, 18, 9, 28, 0, 0, 122, 0
INVAR-2, Run: 057, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 136, 0, 28, 19, 8, 28, 0, 0, 164, 0
INVAR-2, Run: 058, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 98, 0, 28, 14, 13, 28, 0, 0, 126, 0
INVAR-2, Run: 059, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 95, 0, 28, 15, 12, 28, 0, 0, 123, 0
INVAR-2, Run: 060, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 108, 0, 28, 16, 11, 28, 0, 0, 136, 0
INVAR-2, Run: 061, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 128, 0, 28, 16, 11, 28, 0, 0, 156, 0
INVAR-2, Run: 062, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 76, 0, 28, 16, 11, 28, 0, 0, 104, 0
INVAR-2, Run: 063, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 127, 0, 28, 23, 4, 28, 0, 0, 155, 0
INVAR-2, Run: 064, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 124, 0, 28, 17, 10, 28, 0, 0, 152, 0
INVAR-2, Run: 065, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 78, 0, 28, 18, 9, 28, 0, 0, 106, 0
INVAR-2, Run: 066, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 69, 0, 28, 21, 6, 28, 0, 0, 97, 0
INVAR-2, Run: 067, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 115, 0, 28, 15, 12, 28, 0, 0, 143, 0
INVAR-2, Run: 068, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 89, 0, 28, 17, 10, 28, 0, 0, 117, 0
INVAR-2, Run: 069, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 147, 0, 28, 18, 9, 28, 0, 0, 175, 0
INVAR-2, Run: 070, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 59, 0, 28, 19, 8, 28, 0, 0, 87, 0
INVAR-2, Run: 071, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 113, 0, 28, 16, 11, 28, 0, 0, 141, 0
INVAR-2, Run: 072, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 76, 0, 28, 20, 7, 28, 0, 0, 104, 0
INVAR-2, Run: 073, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 79, 0, 28, 22, 5, 28, 0, 0, 107, 0
INVAR-2, Run: 074, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 92, 0, 28, 18, 9, 28, 0, 0, 120, 0
INVAR-2, Run: 075, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 111, 0, 28, 16, 11, 28, 0, 0, 139, 0
INVAR-2, Run: 076, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 142, 0, 28, 21, 6, 28, 0, 0, 170, 0
INVAR-2, Run: 077, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 105, 0, 28, 14, 13, 28, 0, 0, 133, 0
INVAR-2, Run: 078, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 100, 0, 28, 20, 7, 28, 0, 0, 128, 0
INVAR-2, Run: 079, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 85, 0, 28, 15, 12, 28, 0, 0, 113, 0
INVAR-2, Run: 080, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 128, 0, 28, 18, 9, 28, 0, 0, 156, 0
