Input Number, Run_Number, Result@ 100, X1, H, PO, CE, Y, D, CO, PE, A, M, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 081, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 90, 0, 28, 12, 15, 28, 0, 0, 118, 0
INVAR-2, Run: 082, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 107, 0, 28, 18, 9, 28, 0, 0, 135, 0
INVAR-2, Run: 083, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 132, 0, 28, 19, 8, 28, 0, 0, 160, 0
INVAR-2, Run: 084, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 90, 0, 28, 16, 11, 28, 0, 0, 118, 0
INVAR-2, Run: 085, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 110, 0, 28, 16, 11, 28, 0, 0, 138, 0
INVAR-2, Run: 086, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 129, 0, 28, 18, 9, 28, 0, 0, 157, 0
INVAR-2, Run: 087, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 95, 0, 28, 14, 13, 28, 0, 0, 123, 0
INVAR-2, Run: 088, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 119, 0, 28, 13, 14, 28, 0, 0, 147, 0
INVAR-2, Run: 089, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 74, 0, 28, 24, 3, 28, 0, 0, 102, 0
INVAR-2, Run: 090, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 98, 0, 28, 19, 8, 28, 0, 0, 126, 0
INVAR-2, Run: 091, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 122, 0, 28, 18, 9, 28, 0, 0, 150, 0
INVAR-2, Run: 092, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 77, 0, 28, 18, 9, 28, 0, 0, 105, 0
INVAR-2, Run: 093, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 77, 0, 28, 19, 8, 28, 0, 0, 105, 0
INVAR-2, Run: 094, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 124, 0, 28, 20, 7, 28, 0, 0, 152, 0
INVAR-2, Run: 095, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 101, 0, 28, 18, 9, 28, 0, 0, 129, 0
INVAR-2, Run: 096, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 140, 0, 28, 14, 13, 28, 0, 0, 168, 0
INVAR-2, Run: 097, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 121, 0, 28, 16, 11, 28, 0, 0, 149, 0
INVAR-2, Run: 098, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 114, 0, 28, 20, 7, 28, 0, 0, 142, 0
INVAR-2, Run: 099, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 82, 0, 28, 12, 15, 28, 0, 0, 110, 0
INVAR-2, Run: 100, P, 0, 0, 0, 28, 28, 0, 0, 1, 0, 0, 0, 56, 95, 0, 28, 18, 9, 28, 0, 0, 123, 0
INVAR-3, Run: 001, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 537, 0, 82, 47, 34, 82, 0, 0, 619, 0
INVAR-3, Run: 002, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 525, 0, 82, 50, 31, 82, 0, 0, 607, 0
INVAR-3, Run: 003, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 689, 0, 82, 54, 27, 82, 0, 0, 771, 0
INVAR-3, Run: 004, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 543, 0, 82, 47, 34, 82, 0, 0, 625, 0
INVAR-3, Run: 005, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 663, 0, 82, 52, 29, 82, 0, 0, 745, 0
INVAR-3, Run: 006, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 548, 0, 82, 53, 28, 82, 0, 0, 630, 0
INVAR-3, Run: 007, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 575, 0, 82, 46, 35, 82, 0, 0, 657, 0
INVAR-3, Run: 008, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 598, 0, 82, 60, 21, 82, 0, 0, 680, 0
INVAR-3, Run: 009, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 819, 0, 82, 59, 22, 82, 0, 0, 901, 0
INVAR-3, Run: 010, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 688, 0, 82, 56, 25, 82, 0, 0, 770, 0
INVAR-3, Run: 011, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 696, 0, 82, 51, 30, 82, 0, 0, 778, 0
INVAR-3, Run: 012, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 608, 0, 82, 50, 31, 82, 0, 0, 690, 0
INVAR-3, Run: 013, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 622, 0, 82, 47, 34, 82, 0, 0, 704, 0
INVAR-3, Run: 014, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 538, 0, 82, 45, 36, 82, 0, 0, 620, 0
INVAR-3, Run: 015, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 486, 0, 82, 47, 34, 82, 0, 0, 568, 0
INVAR-3, Run: 016, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 575, 0, 82, 50, 31, 82, 0, 0, 657, 0
INVAR-3, Run: 017, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 704, 0, 82, 47, 34, 82, 0, 0, 786, 0
INVAR-3, Run: 018, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 587, 0, 82, 53, 28, 82, 0, 0, 669, 0
INVAR-3, Run: 019, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 389, 0, 82, 43, 38, 82, 0, 0, 471, 0
INVAR-3, Run: 020, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 566, 0, 82, 49, 32, 82, 0, 0, 648, 0
INVAR-3, Run: 021, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 609, 0, 82, 52, 29, 82, 0, 0, 691, 0
INVAR-3, Run: 022, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 544, 0, 82, 43, 38, 82, 0, 0, 626, 0
INVAR-3, Run: 023, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 374, 0, 82, 53, 28, 82, 0, 0, 456, 0
INVAR-3, Run: 024, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 577, 0, 82, 46, 35, 82, 0, 0, 659, 0
INVAR-3, Run: 025, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 584, 0, 82, 54, 27, 82, 0, 0, 666, 0
INVAR-3, Run: 026, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 648, 0, 82, 42, 39, 82, 0, 0, 730, 0
INVAR-3, Run: 027, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 605, 0, 82, 52, 29, 82, 0, 0, 687, 0
INVAR-3, Run: 028, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 547, 0, 82, 44, 37, 82, 0, 0, 629, 0
INVAR-3, Run: 029, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 548, 0, 82, 51, 30, 82, 0, 0, 630, 0
INVAR-3, Run: 030, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 621, 0, 82, 50, 31, 82, 0, 0, 703, 0
INVAR-3, Run: 031, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 431, 0, 82, 51, 30, 82, 0, 0, 513, 0
INVAR-3, Run: 032, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 502, 0, 82, 51, 30, 82, 0, 0, 584, 0
INVAR-3, Run: 033, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 564, 0, 82, 45, 36, 82, 0, 0, 646, 0
INVAR-3, Run: 034, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 541, 0, 82, 43, 38, 82, 0, 0, 623, 0
INVAR-3, Run: 035, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 564, 0, 82, 51, 30, 82, 0, 0, 646, 0
INVAR-3, Run: 036, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 590, 0, 82, 50, 31, 82, 0, 0, 672, 0
INVAR-3, Run: 037, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 608, 0, 82, 54, 27, 82, 0, 0, 690, 0
INVAR-3, Run: 038, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 571, 0, 82, 52, 29, 82, 0, 0, 653, 0
INVAR-3, Run: 039, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 553, 0, 82, 48, 33, 82, 0, 0, 635, 0
INVAR-3, Run: 040, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 569, 0, 82, 55, 26, 82, 0, 0, 651, 0
INVAR-3, Run: 041, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 731, 0, 82, 46, 35, 82, 0, 0, 813, 0
INVAR-3, Run: 042, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 614, 0, 82, 44, 37, 82, 0, 0, 696, 0
INVAR-3, Run: 043, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 615, 0, 82, 47, 34, 82, 0, 0, 697, 0
INVAR-3, Run: 044, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 560, 0, 82, 51, 30, 82, 0, 0, 642, 0
INVAR-3, Run: 045, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 597, 0, 82, 54, 27, 82, 0, 0, 679, 0
INVAR-3, Run: 046, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 576, 0, 82, 54, 27, 82, 0, 0, 658, 0
INVAR-3, Run: 047, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 512, 0, 82, 53, 28, 82, 0, 0, 594, 0
INVAR-3, Run: 048, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 510, 0, 82, 56, 25, 82, 0, 0, 592, 0
INVAR-3, Run: 049, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 608, 0, 82, 52, 29, 82, 0, 0, 690, 0
INVAR-3, Run: 050, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 651, 0, 82, 45, 36, 82, 0, 0, 733, 0
INVAR-3, Run: 051, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 397, 0, 82, 50, 31, 82, 0, 0, 479, 0
INVAR-3, Run: 052, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 550, 0, 82, 49, 32, 82, 0, 0, 632, 0
INVAR-3, Run: 053, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 716, 0, 82, 54, 27, 82, 0, 0, 798, 0
INVAR-3, Run: 054, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 477, 0, 82, 53, 28, 82, 0, 0, 559, 0
INVAR-3, Run: 055, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 483, 0, 82, 43, 38, 82, 0, 0, 565, 0
INVAR-3, Run: 056, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 515, 0, 82, 49, 32, 82, 0, 0, 597, 0
INVAR-3, Run: 057, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 602, 0, 82, 54, 27, 82, 0, 0, 684, 0
INVAR-3, Run: 058, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 506, 0, 82, 58, 23, 82, 0, 0, 588, 0
INVAR-3, Run: 059, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 519, 0, 82, 54, 27, 82, 0, 0, 601, 0
INVAR-3, Run: 060, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 590, 0, 82, 51, 30, 82, 0, 0, 672, 0
INVAR-3, Run: 061, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 591, 0, 82, 51, 30, 82, 0, 0, 673, 0
INVAR-3, Run: 062, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 676, 0, 82, 52, 29, 82, 0, 0, 758, 0
INVAR-3, Run: 063, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 495, 0, 82, 49, 32, 82, 0, 0, 577, 0
INVAR-3, Run: 064, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 574, 0, 82, 51, 30, 82, 0, 0, 656, 0
INVAR-3, Run: 065, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 530, 0, 82, 50, 31, 82, 0, 0, 612, 0
INVAR-3, Run: 066, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 426, 0, 82, 44, 37, 82, 0, 0, 508, 0
INVAR-3, Run: 067, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 607, 0, 82, 50, 31, 82, 0, 0, 689, 0
INVAR-3, Run: 068, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 726, 0, 82, 54, 27, 82, 0, 0, 808, 0
INVAR-3, Run: 069, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 745, 0, 82, 54, 27, 82, 0, 0, 827, 0
INVAR-3, Run: 070, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 580, 0, 82, 44, 37, 82, 0, 0, 662, 0
INVAR-3, Run: 071, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 653, 0, 82, 41, 40, 82, 0, 0, 735, 0
INVAR-3, Run: 072, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 469, 0, 82, 47, 34, 82, 0, 0, 551, 0
INVAR-3, Run: 073, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 579, 0, 82, 50, 31, 82, 0, 0, 661, 0
INVAR-3, Run: 074, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 606, 0, 82, 47, 34, 82, 0, 0, 688, 0
INVAR-3, Run: 075, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 589, 0, 82, 52, 29, 82, 0, 0, 671, 0
INVAR-3, Run: 076, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 597, 0, 82, 55, 26, 82, 0, 0, 679, 0
INVAR-3, Run: 077, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 551, 0, 82, 43, 38, 82, 0, 0, 633, 0
INVAR-3, Run: 078, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 507, 0, 82, 56, 25, 82, 0, 0, 589, 0
INVAR-3, Run: 079, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 585, 0, 82, 51, 30, 82, 0, 0, 667, 0
INVAR-3, Run: 080, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 556, 0, 82, 54, 27, 82, 0, 0, 638, 0
INVAR-3, Run: 081, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 609, 0, 82, 50, 31, 82, 0, 0, 691, 0
INVAR-3, Run: 082, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 579, 0, 82, 53, 28, 82, 0, 0, 661, 0
INVAR-3, Run: 083, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 616, 0, 82, 54, 27, 82, 0, 0, 698, 0
INVAR-3, Run: 084, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 470, 0, 82, 53, 28, 82, 0, 0, 552, 0
INVAR-3, Run: 085, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 510, 0, 82, 43, 38, 82, 0, 0, 592, 0
INVAR-3, Run: 086, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 657, 0, 82, 45, 36, 82, 0, 0, 739, 0
INVAR-3, Run: 087, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 560, 0, 82, 57, 24, 82, 0, 0, 642, 0
INVAR-3, Run: 088, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 771, 0, 82, 53, 28, 82, 0, 0, 853, 0
INVAR-3, Run: 089, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 570, 0, 82, 54, 27, 82, 0, 0, 652, 0
INVAR-3, Run: 090, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 498, 0, 82, 46, 35, 82, 0, 0, 580, 0
INVAR-3, Run: 091, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 534, 0, 82, 47, 34, 82, 0, 0, 616, 0
INVAR-3, Run: 092, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 505, 0, 82, 41, 40, 82, 0, 0, 587, 0
INVAR-3, Run: 093, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 575, 0, 82, 53, 28, 82, 0, 0, 657, 0
INVAR-3, Run: 094, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 662, 0, 82, 49, 32, 82, 0, 0, 744, 0
INVAR-3, Run: 095, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 573, 0, 82, 57, 24, 82, 0, 0, 655, 0
INVAR-3, Run: 096, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 661, 0, 82, 61, 20, 82, 0, 0, 743, 0
INVAR-3, Run: 097, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 459, 0, 82, 53, 28, 82, 0, 0, 541, 0
INVAR-3, Run: 098, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 641, 0, 82, 54, 27, 82, 0, 0, 723, 0
INVAR-3, Run: 099, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 702, 0, 82, 45, 36, 82, 0, 0, 784, 0
INVAR-3, Run: 100, P, 0, 0, 0, 82, 82, 0, 0, 1, 0, 0, 0, 164, 421, 0, 82, 62, 19, 82, 0, 0, 503, 0
INVAR-4, Run: 001, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 75, 0, 19, 13, 6, 19, 0, 0, 75, 0
INVAR-4, Run: 002, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 68, 0, 19, 15, 4, 19, 0, 0, 68, 0
INVAR-4, Run: 003, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 102, 0, 19, 12, 7, 19, 0, 0, 102, 0
INVAR-4, Run: 004, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 71, 0, 19, 8, 11, 19, 0, 0, 71, 0
INVAR-4, Run: 005, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 131, 0, 19, 14, 5, 19, 0, 0, 131, 0
INVAR-4, Run: 006, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 66, 0, 19, 11, 8, 19, 0, 0, 66, 0
INVAR-4, Run: 007, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 78, 0, 19, 12, 7, 19, 0, 0, 78, 0
INVAR-4, Run: 008, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 36, 0, 19, 12, 7, 19, 0, 0, 36, 0
INVAR-4, Run: 009, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 67, 0, 19, 9, 10, 19, 0, 0, 67, 0
INVAR-4, Run: 010, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 124, 0, 19, 11, 8, 19, 0, 0, 124, 0
INVAR-4, Run: 011, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 86, 0, 19, 11, 8, 19, 0, 0, 86, 0
INVAR-4, Run: 012, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 77, 0, 19, 12, 7, 19, 0, 0, 77, 0
INVAR-4, Run: 013, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 75, 0, 19, 14, 5, 19, 0, 0, 75, 0
INVAR-4, Run: 014, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 78, 0, 19, 15, 4, 19, 0, 0, 78, 0
INVAR-4, Run: 015, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 72, 0, 19, 12, 7, 19, 0, 0, 72, 0
INVAR-4, Run: 016, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 66, 0, 19, 11, 8, 19, 0, 0, 66, 0
INVAR-4, Run: 017, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 45, 0, 19, 13, 6, 19, 0, 0, 45, 0
INVAR-4, Run: 018, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 73, 0, 19, 12, 7, 19, 0, 0, 73, 0
INVAR-4, Run: 019, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 55, 0, 19, 15, 4, 19, 0, 0, 55, 0
INVAR-4, Run: 020, P, 0, 1, 1, 0, 0, 19, 0, 0, 0, 0, 0, 39, 67, 0, 19, 12, 7, 19, 0, 0, 67, 0
