Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 14, 40, 0, 1, 5, 29, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 52, 2, 0, 1, 4, 10, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 14, 40, 0, 1, 10, 29, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 18, 36, 0, 1, 9, 27, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 8, 12, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 38, 16, 0, 1, 9, 17, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 46, 8, 0, 1, 14, 13, 0
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 26, 28, 0, 1, 7, 23, 0
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 46, 8, 0, 1, 7, 13, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 16, 38, 0, 1, 4, 28, 0
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 14, 40, 0, 1, 6, 29, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 13, 21, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 12, 42, 0, 1, 5, 30, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 28, 26, 0, 1, 4, 22, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 1, 21, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 5, 19, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 28, 26, 0, 1, 11, 22, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 18, 36, 0, 1, 11, 27, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 32, 22, 0, 1, 9, 20, 0
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 4, 50, 0, 1, 9, 34, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 46, 8, 0, 1, 3, 13, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 40, 14, 0, 1, 3, 16, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 7, 14, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 13, 12, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 10, 12, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 4, 21, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 50, 4, 0, 1, 15, 11, 0
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 14, 15, 0
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 52, 2, 0, 1, 6, 10, 0
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 8, 14, 0
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 28, 26, 0, 1, 5, 22, 0
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 16, 38, 0, 1, 5, 28, 0
INVAR-1, Run: 033, F, 0, 0, 0, 0, 0, 6, 48, 0, 1, 7, 33, 0
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 9, 12, 0
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 38, 16, 0, 1, 11, 17, 0
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 5, 19, 0
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 32, 22, 0, 1, 9, 20, 0
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 9, 19, 0
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 10, 21, 0
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 5, 15, 0
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 26, 28, 0, 1, 7, 23, 0
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 4, 50, 0, 1, 12, 34, 0
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 14, 40, 0, 1, 5, 29, 0
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 6, 19, 0
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 9, 14, 0
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 4, 14, 0
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 32, 22, 0, 1, 8, 20, 0
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 8, 12, 0
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 7, 14, 0
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 32, 22, 0, 1, 8, 20, 0
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 13, 15, 0
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 36, 18, 0, 1, 10, 18, 0
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 6, 19, 0
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 46, 8, 0, 1, 12, 13, 0
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 11, 14, 0
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 52, 2, 0, 1, 13, 10, 0
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 2, 15, 0
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 50, 4, 0, 1, 6, 11, 0
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 10, 21, 0
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 32, 22, 0, 1, 6, 20, 0
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 5, 15, 0
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 13, 14, 0
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 14, 15, 0
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 52, 2, 0, 1, 16, 10, 0
INVAR-1, Run: 065, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 7, 19, 0
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 5, 19, 0
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 15, 8, 0
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 24, 30, 0, 1, 2, 24, 0
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 40, 14, 0, 1, 6, 16, 0
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 52, 2, 0, 1, 14, 10, 0
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 1, 15, 0
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 10, 21, 0
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 8, 46, 0, 1, 7, 32, 0
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 28, 26, 0, 1, 6, 22, 0
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 50, 4, 0, 1, 8, 11, 0
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 7, 12, 0
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 50, 4, 0, 1, 10, 11, 0
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 4, 14, 0
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 24, 30, 0, 1, 3, 24, 0
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 36, 18, 0, 1, 8, 18, 0
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 12, 42, 0, 1, 15, 30, 0
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 26, 28, 0, 1, 3, 23, 0
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 46, 8, 0, 1, 10, 13, 0
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 32, 22, 0, 1, 7, 20, 0
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 13, 19, 0
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 48, 6, 0, 1, 12, 12, 0
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 40, 14, 0, 1, 10, 16, 0
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 24, 30, 0, 1, 6, 24, 0
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 18, 36, 0, 1, 5, 27, 0
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 30, 24, 0, 1, 12, 21, 0
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 0, 54, 0, 1, 6, 36, 0
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 12, 42, 0, 1, 10, 30, 0
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 10, 44, 0, 1, 5, 31, 0
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 42, 12, 0, 1, 8, 15, 0
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 34, 20, 0, 1, 9, 19, 0
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 40, 14, 0, 1, 8, 16, 0
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 46, 8, 0, 1, 11, 13, 0
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 50, 4, 0, 1, 10, 11, 0
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 28, 26, 0, 1, 11, 22, 0
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 44, 10, 0, 1, 12, 14, 0
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 286, 314, 0, 1, 81, 257, 0
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 342, 258, 0, 1, 83, 229, 0
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 242, 358, 0, 1, 85, 279, 0
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 64, 536, 0, 1, 96, 368, 0
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 528, 72, 0, 1, 74, 136, 0
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 358, 242, 0, 1, 77, 221, 0
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 132, 468, 0, 1, 82, 334, 0
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 494, 106, 0, 1, 82, 153, 0
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 490, 110, 0, 1, 60, 155, 0
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 6, 594, 0, 1, 54, 397, 0
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 24, 576, 0, 1, 77, 388, 0
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 534, 66, 0, 1, 84, 133, 0
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 126, 474, 0, 1, 76, 337, 0
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 510, 90, 0, 1, 66, 145, 0
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 462, 138, 0, 1, 75, 169, 0
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 352, 248, 0, 1, 78, 224, 0
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 372, 228, 0, 1, 75, 214, 0
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 426, 174, 0, 1, 65, 187, 0
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 82, 518, 0, 1, 88, 359, 0
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 364, 236, 0, 1, 64, 218, 0
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 120, 480, 0, 1, 76, 340, 0
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 84, 516, 0, 1, 70, 358, 0
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 468, 132, 0, 1, 104, 166, 0
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 368, 232, 0, 1, 62, 216, 0
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 448, 152, 0, 1, 67, 176, 0
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 474, 126, 0, 1, 71, 163, 0
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 320, 280, 0, 1, 63, 240, 0
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 194, 406, 0, 1, 71, 303, 0
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 112, 488, 0, 1, 70, 344, 0
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 64, 536, 0, 1, 74, 368, 0
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 520, 80, 0, 1, 69, 140, 0
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 476, 124, 0, 1, 58, 162, 0
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 334, 266, 0, 1, 65, 233, 0
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 416, 184, 0, 1, 81, 192, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 466, 134, 0, 1, 72, 167, 0
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 104, 496, 0, 1, 79, 348, 0
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 192, 408, 0, 1, 75, 304, 0
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 164, 436, 0, 1, 84, 318, 0
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 276, 324, 0, 1, 90, 262, 0
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 272, 328, 0, 1, 63, 264, 0
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 418, 182, 0, 1, 84, 191, 0
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 84, 516, 0, 1, 70, 358, 0
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 440, 160, 0, 1, 94, 180, 0
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 336, 264, 0, 1, 65, 232, 0
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 352, 248, 0, 1, 89, 224, 0
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 352, 248, 0, 1, 78, 224, 0
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 508, 92, 0, 1, 84, 146, 0
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 414, 186, 0, 1, 82, 193, 0
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 434, 166, 0, 1, 85, 183, 0
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 198, 402, 0, 1, 81, 301, 0
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 282, 318, 0, 1, 95, 259, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 330, 270, 0, 1, 75, 235, 0
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 394, 206, 0, 1, 80, 203, 0
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 382, 218, 0, 1, 62, 209, 0
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 212, 388, 0, 1, 78, 294, 0
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 194, 406, 0, 1, 99, 303, 0
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 248, 352, 0, 1, 71, 276, 0
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 404, 196, 0, 1, 73, 198, 0
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 456, 144, 0, 1, 80, 172, 0
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 432, 168, 0, 1, 56, 184, 0
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 246, 354, 0, 1, 54, 277, 0
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 310, 290, 0, 1, 53, 245, 0
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 206, 394, 0, 1, 75, 297, 0
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 392, 208, 0, 1, 82, 204, 0
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 512, 88, 0, 1, 84, 144, 0
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 272, 328, 0, 1, 74, 264, 0
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 78, 522, 0, 1, 71, 361, 0
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 320, 280, 0, 1, 78, 240, 0
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 102, 498, 0, 1, 57, 349, 0
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 282, 318, 0, 1, 77, 259, 0
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 276, 324, 0, 1, 82, 262, 0
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 308, 292, 0, 1, 92, 246, 0
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 44, 556, 0, 1, 85, 378, 0
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 172, 428, 0, 1, 76, 314, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 218, 382, 0, 1, 80, 291, 0
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 478, 122, 0, 1, 75, 161, 0
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 530, 70, 0, 1, 76, 135, 0
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 294, 306, 0, 1, 79, 253, 0
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 492, 108, 0, 1, 55, 154, 0
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 492, 108, 0, 1, 88, 154, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 146, 454, 0, 1, 75, 327, 0
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 262, 338, 0, 1, 88, 269, 0
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 538, 62, 0, 1, 91, 131, 0
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 360, 240, 0, 1, 83, 220, 0
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 242, 358, 0, 1, 73, 279, 0
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 260, 340, 0, 1, 89, 270, 0
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 16, 584, 0, 1, 93, 392, 0
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 170, 430, 0, 1, 69, 315, 0
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 382, 218, 0, 1, 82, 209, 0
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 520, 80, 0, 1, 88, 140, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 192, 408, 0, 1, 73, 304, 0
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 332, 268, 0, 1, 86, 234, 0
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 356, 244, 0, 1, 54, 222, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 526, 74, 0, 1, 72, 137, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 408, 192, 0, 1, 75, 196, 0
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 236, 364, 0, 1, 86, 282, 0
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 108, 492, 0, 1, 79, 346, 0
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 158, 442, 0, 1, 65, 321, 0
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 30, 570, 0, 1, 79, 385, 0
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 326, 274, 0, 1, 78, 237, 0
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 64, 104, 0, 1, 23, 80, 0
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 84, 84, 0, 1, 24, 70, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 68, 100, 0, 1, 23, 78, 0
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 148, 20, 0, 1, 24, 38, 0
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 54, 114, 0, 1, 23, 85, 0
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 40, 128, 0, 1, 23, 92, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 114, 54, 0, 1, 27, 55, 0
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 146, 22, 0, 1, 27, 39, 0
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 64, 104, 0, 1, 16, 80, 0
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 44, 124, 0, 1, 15, 90, 0
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 94, 74, 0, 1, 16, 65, 0
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 156, 12, 0, 1, 29, 34, 0
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 66, 102, 0, 1, 27, 79, 0
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 80, 88, 0, 1, 30, 72, 0
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 98, 70, 0, 1, 11, 63, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 80, 88, 0, 1, 21, 72, 0
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 152, 16, 0, 1, 26, 36, 0
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 146, 22, 0, 1, 22, 39, 0
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 88, 80, 0, 1, 25, 68, 0
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 110, 58, 0, 1, 15, 57, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 124, 44, 0, 1, 23, 50, 0
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 134, 34, 0, 1, 20, 45, 0
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 100, 68, 0, 1, 27, 62, 0
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 52, 116, 0, 1, 26, 86, 0
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 140, 28, 0, 1, 22, 42, 0
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 36, 132, 0, 1, 14, 94, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 44, 124, 0, 1, 21, 90, 0
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 4, 164, 0, 1, 22, 110, 0
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 138, 30, 0, 1, 24, 43, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 80, 88, 0, 1, 21, 72, 0
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 24, 144, 0, 1, 21, 100, 0
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 84, 84, 0, 1, 24, 70, 0
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 122, 46, 0, 1, 22, 51, 0
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 150, 18, 0, 1, 30, 37, 0
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 52, 116, 0, 1, 16, 86, 0
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 94, 74, 0, 1, 21, 65, 0
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 78, 90, 0, 1, 28, 73, 0
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 142, 26, 0, 1, 32, 41, 0
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 100, 68, 0, 1, 19, 62, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 70, 98, 0, 1, 20, 77, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 90, 78, 0, 1, 20, 67, 0
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 108, 60, 0, 1, 21, 58, 0
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 100, 68, 0, 1, 23, 62, 0
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 112, 56, 0, 1, 16, 56, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 88, 80, 0, 1, 15, 68, 0
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 72, 96, 0, 1, 17, 76, 0
