Input Number, Run_Number, Result@ 100, Y, X, V
1, Run: 001, P, 0, 0, 16
1, Run: 002, P, 0, 0, 1
1, Run: 003, P, 0, 0, 6
1, Run: 004, P, 0, 0, 16
1, Run: 005, F, 0, 1, 0
1, Run: 006, P, 0, 0, 9
1, Run: 007, F, 0, 1, 0
1, Run: 008, F, 0, 1, 0
1, Run: 009, P, 0, 0, 7
1, Run: 010, P, 0, 0, 3
1, Run: 011, P, 0, 0, 14
1, Run: 012, P, 0, 0, 9
1, Run: 013, P, 0, 0, 9
1, Run: 014, F, 0, 1, 0
1, Run: 015, F, 0, 1, 0
1, Run: 016, P, 0, 0, 4
1, Run: 017, P, 0, 0, 4
1, Run: 018, F, 0, 1, 0
1, Run: 019, P, 0, 0, 10
1, Run: 020, P, 0, 0, 3
1, Run: 021, P, 0, 0, 7
1, Run: 022, F, 0, 1, 0
1, Run: 023, P, 0, 0, 16
1, Run: 024, F, 0, 1, 0
1, Run: 025, P, 0, 0, 11
1, Run: 026, P, 0, 0, 12
1, Run: 027, F, 0, 2, 0
1, Run: 028, F, 0, 1, 0
1, Run: 029, P, 0, 0, 12
1, Run: 030, P, 0, 0, 1
1, Run: 031, P, 0, 0, 7
1, Run: 032, P, 0, 0, 14
1, Run: 033, P, 0, 0, 3
1, Run: 034, F, 0, 1, 0
1, Run: 035, F, 0, 1, 0
1, Run: 036, P, 0, 0, 2
1, Run: 037, F, 0, 2, 0
1, Run: 038, F, 0, 1, 0
1, Run: 039, F, 0, 1, 0
1, Run: 040, F, 0, 2, 0
1, Run: 041, P, 0, 0, 2
1, Run: 042, P, 0, 0, 1
1, Run: 043, F, 0, 1, 0
1, Run: 044, P, 0, 0, 11
1, Run: 045, P, 0, 0, 7
1, Run: 046, P, 0, 0, 8
1, Run: 047, P, 0, 0, 2
1, Run: 048, P, 0, 0, 5
1, Run: 049, P, 0, 0, 12
1, Run: 050, F, 0, 1, 0
1, Run: 051, P, 0, 0, 17
1, Run: 052, P, 0, 0, 17
1, Run: 053, P, 0, 0, 13
1, Run: 054, F, 0, 0, 0
1, Run: 055, P, 0, 0, 9
1, Run: 056, F, 0, 1, 0
1, Run: 057, F, 0, 1, 0
1, Run: 058, F, 0, 1, 0
1, Run: 059, P, 0, 0, 13
1, Run: 060, F, 0, 1, 0
1, Run: 061, P, 0, 0, 10
1, Run: 062, P, 0, 0, 2
1, Run: 063, F, 0, 1, 0
1, Run: 064, P, 0, 0, 3
1, Run: 065, F, 0, 1, 0
1, Run: 066, F, 0, 1, 0
1, Run: 067, P, 0, 0, 6
1, Run: 068, F, 0, 1, 0
1, Run: 069, F, 0, 1, 0
1, Run: 070, P, 0, 0, 2
1, Run: 071, F, 0, 1, 0
1, Run: 072, P, 0, 0, 9
1, Run: 073, F, 0, 1, 0
1, Run: 074, P, 0, 0, 11
1, Run: 075, P, 0, 0, 10
1, Run: 076, P, 0, 0, 12
1, Run: 077, F, 0, 1, 0
1, Run: 078, F, 0, 1, 0
1, Run: 079, P, 0, 0, 8
1, Run: 080, P, 0, 0, 17
1, Run: 081, F, 0, 1, 0
1, Run: 082, P, 0, 0, 11
1, Run: 083, F, 0, 1, 0
1, Run: 084, P, 0, 0, 14
1, Run: 085, P, 0, 0, 11
1, Run: 086, F, 0, 1, 0
1, Run: 087, P, 0, 0, 13
1, Run: 088, F, 0, 2, 0
1, Run: 089, F, 0, 1, 0
1, Run: 090, F, 0, 1, 0
1, Run: 091, F, 0, 1, 0
1, Run: 092, F, 0, 1, 0
1, Run: 093, F, 0, 1, 0
1, Run: 094, F, 0, 1, 0
1, Run: 095, P, 0, 0, 6
1, Run: 096, P, 0, 0, 2
1, Run: 097, P, 0, 0, 11
1, Run: 098, P, 0, 0, 6
1, Run: 099, P, 0, 0, 12
1, Run: 100, P, 0, 0, 11
10, Run: 001, F, 0, 1, 0
10, Run: 002, P, 0, 0, 9
10, Run: 003, P, 0, 0, 3
10, Run: 004, P, 0, 0, 11
10, Run: 005, F, 0, 1, 0
10, Run: 006, F, 0, 2, 0
10, Run: 007, P, 0, 0, 17
10, Run: 008, P, 0, 0, 12
10, Run: 009, F, 0, 1, 0
10, Run: 010, F, 0, 1, 0
10, Run: 011, P, 0, 0, 5
10, Run: 012, F, 0, 1, 0
10, Run: 013, F, 0, 0, 0
10, Run: 014, F, 0, 1, 0
10, Run: 015, F, 0, 1, 0
10, Run: 016, P, 0, 0, 13
10, Run: 017, P, 0, 0, 13
10, Run: 018, F, 0, 1, 0
10, Run: 019, P, 0, 0, 17
10, Run: 020, P, 0, 0, 2
10, Run: 021, P, 0, 0, 2
10, Run: 022, P, 0, 0, 12
10, Run: 023, P, 0, 0, 4
10, Run: 024, P, 0, 0, 18
10, Run: 025, F, 0, 1, 0
10, Run: 026, P, 0, 0, 26
10, Run: 027, F, 0, 1, 0
10, Run: 028, P, 0, 0, 5
10, Run: 029, F, 0, 1, 0
10, Run: 030, F, 0, 2, 0
10, Run: 031, F, 0, 2, 0
10, Run: 032, P, 0, 0, 13
10, Run: 033, P, 0, 0, 2
10, Run: 034, F, 0, 2, 0
10, Run: 035, P, 0, 0, 15
10, Run: 036, P, 0, 0, 20
10, Run: 037, F, 0, 1, 0
10, Run: 038, F, 0, 2, 0
10, Run: 039, P, 0, 0, 11
10, Run: 040, P, 0, 0, 2
10, Run: 041, F, 0, 1, 0
10, Run: 042, P, 0, 0, 8
10, Run: 043, F, 0, 0, 0
10, Run: 044, P, 0, 0, 14
10, Run: 045, F, 0, 1, 0
10, Run: 046, P, 0, 0, 15
10, Run: 047, F, 0, 1, 0
10, Run: 048, P, 0, 0, 22
10, Run: 049, F, 0, 1, 0
10, Run: 050, P, 0, 0, 13
10, Run: 051, P, 0, 0, 19
10, Run: 052, F, 0, 1, 0
10, Run: 053, P, 0, 0, 7
10, Run: 054, F, 0, 1, 0
10, Run: 055, F, 0, 1, 0
10, Run: 056, P, 0, 0, 9
10, Run: 057, P, 0, 0, 22
10, Run: 058, P, 0, 0, 7
10, Run: 059, P, 0, 0, 16
10, Run: 060, P, 0, 0, 2
10, Run: 061, P, 0, 0, 5
10, Run: 062, F, 0, 1, 0
10, Run: 063, F, 0, 1, 0
10, Run: 064, F, 0, 1, 0
10, Run: 065, F, 0, 2, 0
10, Run: 066, F, 0, 1, 0
10, Run: 067, P, 0, 0, 33
10, Run: 068, P, 0, 0, 12
10, Run: 069, P, 0, 0, 8
10, Run: 070, F, 0, 1, 0
10, Run: 071, F, 0, 1, 0
10, Run: 072, F, 0, 2, 0
10, Run: 073, F, 0, 1, 0
10, Run: 074, P, 0, 0, 14
10, Run: 075, F, 0, 2, 0
10, Run: 076, F, 0, 1, 0
10, Run: 077, F, 0, 1, 0
10, Run: 078, F, 0, 1, 0
10, Run: 079, P, 0, 0, 20
10, Run: 080, F, 0, 1, 0
10, Run: 081, P, 0, 0, 8
10, Run: 082, F, 0, 1, 0
10, Run: 083, P, 0, 0, 8
10, Run: 084, P, 0, 0, 5
10, Run: 085, F, 0, 1, 0
10, Run: 086, F, 0, 1, 0
10, Run: 087, F, 0, 1, 0
10, Run: 088, P, 0, 0, 19
10, Run: 089, P, 0, 0, 3
10, Run: 090, P, 0, 0, 1
10, Run: 091, F, 0, 1, 0
10, Run: 092, F, 0, 1, 0
10, Run: 093, P, 0, 0, 16
10, Run: 094, F, 0, 1, 0
10, Run: 095, P, 0, 0, 9
10, Run: 096, P, 0, 0, 1
10, Run: 097, P, 0, 0, 15
10, Run: 098, F, 0, 1, 0
10, Run: 099, F, 0, 1, 0
10, Run: 100, P, 0, 0, 19
11, Run: 001, P, 0, 0, 6
11, Run: 002, F, 0, 1, 0
11, Run: 003, P, 0, 0, 62
11, Run: 004, P, 0, 0, 28
11, Run: 005, F, 0, 1, 0
11, Run: 006, F, 0, 1, 0
11, Run: 007, P, 0, 0, 8
11, Run: 008, F, 0, 1, 0
11, Run: 009, P, 0, 0, 3
11, Run: 010, F, 0, 1, 0
11, Run: 011, P, 0, 0, 4
11, Run: 012, P, 0, 0, 6
11, Run: 013, P, 0, 0, 37
11, Run: 014, P, 0, 0, 1
11, Run: 015, P, 0, 0, 11
11, Run: 016, F, 0, 2, 0
11, Run: 017, F, 0, 1, 0
11, Run: 018, F, 0, 1, 0
11, Run: 019, F, 0, 2, 0
11, Run: 020, F, 0, 1, 0
11, Run: 021, P, 0, 0, 9
11, Run: 022, F, 0, 1, 0
11, Run: 023, F, 0, 1, 0
11, Run: 024, P, 0, 0, 47
11, Run: 025, P, 0, 0, 41
11, Run: 026, F, 0, 2, 0
11, Run: 027, P, 0, 0, 25
11, Run: 028, P, 0, 0, 9
11, Run: 029, F, 0, 2, 0
11, Run: 030, F, 0, 1, 0
11, Run: 031, P, 0, 0, 4
11, Run: 032, F, 0, 1, 0
11, Run: 033, P, 0, 0, 27
11, Run: 034, F, 0, 1, 0
11, Run: 035, F, 0, 1, 0
11, Run: 036, P, 0, 0, 53
11, Run: 037, F, 0, 1, 0
11, Run: 038, F, 0, 1, 0
11, Run: 039, P, 0, 0, 38
11, Run: 040, F, 0, 1, 0
11, Run: 041, P, 0, 0, 19
11, Run: 042, F, 0, 1, 0
11, Run: 043, F, 0, 1, 0
11, Run: 044, F, 0, 1, 0
11, Run: 045, P, 0, 0, 25
11, Run: 046, P, 0, 0, 42
11, Run: 047, P, 0, 0, 6
11, Run: 048, P, 0, 0, 51
11, Run: 049, P, 0, 0, 39
11, Run: 050, F, 0, 1, 0
11, Run: 051, F, 0, 1, 0
11, Run: 052, P, 0, 0, 13
11, Run: 053, P, 0, 0, 30
11, Run: 054, P, 0, 0, 34
11, Run: 055, P, 0, 0, 39
11, Run: 056, F, 0, 1, 0
11, Run: 057, P, 0, 0, 7
11, Run: 058, P, 0, 0, 38
11, Run: 059, F, 0, 1, 0
11, Run: 060, P, 0, 0, 21
11, Run: 061, P, 0, 0, 28
11, Run: 062, F, 0, 1, 0
11, Run: 063, F, 0, 1, 0
11, Run: 064, P, 0, 0, 23
11, Run: 065, F, 0, 1, 0
11, Run: 066, F, 0, 2, 0
11, Run: 067, P, 0, 0, 47
11, Run: 068, F, 0, 1, 0
11, Run: 069, P, 0, 0, 25
11, Run: 070, P, 0, 0, 17
11, Run: 071, F, 0, 1, 0
11, Run: 072, F, 0, 1, 0
11, Run: 073, P, 0, 0, 36
11, Run: 074, F, 0, 1, 0
11, Run: 075, P, 0, 0, 31
11, Run: 076, P, 0, 0, 2
11, Run: 077, F, 0, 1, 0
11, Run: 078, P, 0, 0, 10
11, Run: 079, F, 0, 1, 0
11, Run: 080, P, 0, 0, 1
11, Run: 081, F, 0, 1, 0
11, Run: 082, P, 0, 0, 42
11, Run: 083, F, 0, 1, 0
11, Run: 084, F, 0, 1, 0
11, Run: 085, F, 0, 1, 0
11, Run: 086, P, 0, 0, 19
11, Run: 087, F, 0, 1, 0
11, Run: 088, F, 0, 2, 0
11, Run: 089, P, 0, 0, 28
11, Run: 090, F, 0, 1, 0
11, Run: 091, P, 0, 0, 18
11, Run: 092, F, 0, 2, 0
11, Run: 093, P, 0, 0, 19
11, Run: 094, P, 0, 0, 19
11, Run: 095, F, 0, 1, 0
11, Run: 096, F, 0, 1, 0
11, Run: 097, F, 0, 1, 0
11, Run: 098, P, 0, 0, 43
11, Run: 099, P, 0, 0, 23
11, Run: 100, P, 0, 0, 2
12, Run: 001, F, 0, 2, 0
12, Run: 002, P, 0, 0, 13
12, Run: 003, P, 0, 0, 67
12, Run: 004, F, 0, 1, 0
12, Run: 005, F, 0, 1, 0
12, Run: 006, P, 0, 0, 51
12, Run: 007, P, 0, 0, 34
12, Run: 008, P, 0, 0, 72
12, Run: 009, F, 0, 1, 0
12, Run: 010, P, 0, 0, 41
12, Run: 011, F, 0, 1, 0
12, Run: 012, P, 0, 0, 55
12, Run: 013, F, 0, 1, 0
12, Run: 014, P, 0, 0, 23
12, Run: 015, P, 0, 0, 14
12, Run: 016, F, 0, 1, 0
12, Run: 017, F, 0, 1, 0
12, Run: 018, F, 0, 1, 0
12, Run: 019, P, 0, 0, 44
12, Run: 020, F, 0, 2, 0
12, Run: 021, P, 0, 0, 72
12, Run: 022, F, 0, 1, 0
12, Run: 023, P, 0, 0, 46
12, Run: 024, F, 0, 1, 0
12, Run: 025, P, 0, 0, 67
12, Run: 026, P, 0, 0, 16
12, Run: 027, F, 0, 1, 0
12, Run: 028, P, 0, 0, 25
12, Run: 029, P, 0, 0, 17
12, Run: 030, P, 0, 0, 3
12, Run: 031, F, 0, 2, 0
12, Run: 032, P, 0, 0, 5
12, Run: 033, P, 0, 0, 15
12, Run: 034, F, 0, 1, 0
12, Run: 035, F, 0, 1, 0
12, Run: 036, F, 0, 1, 0
12, Run: 037, F, 0, 1, 0
12, Run: 038, F, 0, 1, 0
12, Run: 039, P, 0, 0, 52
12, Run: 040, F, 0, 2, 0
12, Run: 041, P, 0, 0, 53
12, Run: 042, P, 0, 0, 75
12, Run: 043, P, 0, 0, 29
12, Run: 044, F, 0, 2, 0
12, Run: 045, P, 0, 0, 94
12, Run: 046, F, 0, 1, 0
12, Run: 047, F, 0, 1, 0
12, Run: 048, P, 0, 0, 4
12, Run: 049, F, 0, 1, 0
12, Run: 050, F, 0, 1, 0
12, Run: 051, P, 0, 0, 17
12, Run: 052, P, 0, 0, 44
12, Run: 053, F, 0, 1, 0
12, Run: 054, P, 0, 0, 36
12, Run: 055, F, 0, 2, 0
12, Run: 056, F, 0, 1, 0
12, Run: 057, P, 0, 0, 75
12, Run: 058, F, 0, 1, 0
12, Run: 059, F, 0, 1, 0
12, Run: 060, P, 0, 0, 58
12, Run: 061, P, 0, 0, 53
12, Run: 062, P, 0, 0, 38
12, Run: 063, P, 0, 0, 44
12, Run: 064, F, 0, 1, 0
12, Run: 065, F, 0, 1, 0
12, Run: 066, F, 0, 1, 0
12, Run: 067, P, 0, 0, 33
12, Run: 068, P, 0, 0, 77
12, Run: 069, P, 0, 0, 82
12, Run: 070, F, 0, 2, 0
12, Run: 071, P, 0, 0, 3
12, Run: 072, P, 0, 0, 11
12, Run: 073, P, 0, 0, 45
12, Run: 074, P, 0, 0, 95
12, Run: 075, F, 0, 1, 0
12, Run: 076, P, 0, 0, 17
12, Run: 077, F, 0, 1, 0
12, Run: 078, F, 0, 1, 0
12, Run: 079, P, 0, 0, 36
12, Run: 080, P, 0, 0, 94
12, Run: 081, F, 0, 1, 0
12, Run: 082, F, 0, 1, 0
12, Run: 083, P, 0, 0, 85
12, Run: 084, P, 0, 0, 37
12, Run: 085, F, 0, 1, 0
12, Run: 086, F, 0, 2, 0
12, Run: 087, P, 0, 0, 10
12, Run: 088, P, 0, 0, 51
12, Run: 089, P, 0, 0, 35
12, Run: 090, F, 0, 1, 0
12, Run: 091, F, 0, 2, 0
12, Run: 092, P, 0, 0, 23
12, Run: 093, F, 0, 1, 0
12, Run: 094, P, 0, 0, 12
12, Run: 095, P, 0, 0, 22
12, Run: 096, P, 0, 0, 98
12, Run: 097, F, 0, 1, 0
12, Run: 098, F, 0, 1, 0
12, Run: 099, P, 0, 0, 5
12, Run: 100, F, 0, 1, 0
2, Run: 001, F, 0, 1, 0
2, Run: 002, F, 0, 1, 0
2, Run: 003, P, 0, 0, 24
2, Run: 004, F, 0, 2, 0
2, Run: 005, F, 0, 1, 0
2, Run: 006, F, 0, 1, 0
2, Run: 007, P, 0, 0, 1
2, Run: 008, P, 0, 0, 3
2, Run: 009, F, 0, 1, 0
2, Run: 010, P, 0, 0, 6
2, Run: 011, F, 0, 1, 0
2, Run: 012, F, 0, 1, 0
2, Run: 013, P, 0, 0, 12
2, Run: 014, F, 0, 1, 0
2, Run: 015, P, 0, 0, 6
2, Run: 016, P, 0, 0, 1
2, Run: 017, F, 0, 1, 0
2, Run: 018, P, 0, 0, 18
2, Run: 019, P, 0, 0, 12
2, Run: 020, F, 0, 1, 0
2, Run: 021, F, 0, 1, 0
2, Run: 022, F, 0, 1, 0
2, Run: 023, P, 0, 0, 9
2, Run: 024, F, 0, 1, 0
2, Run: 025, P, 0, 0, 33
2, Run: 026, F, 0, 2, 0
2, Run: 027, P, 0, 0, 8
2, Run: 028, P, 0, 0, 2
2, Run: 029, P, 0, 0, 19
2, Run: 030, F, 0, 1, 0
2, Run: 031, F, 0, 1, 0
2, Run: 032, P, 0, 0, 26
2, Run: 033, F, 0, 1, 0
2, Run: 034, P, 0, 0, 20
2, Run: 035, P, 0, 0, 10
2, Run: 036, P, 0, 0, 23
2, Run: 037, P, 0, 0, 13
2, Run: 038, P, 0, 0, 20
2, Run: 039, F, 0, 2, 0
2, Run: 040, F, 0, 1, 0
2, Run: 041, F, 0, 1, 0
2, Run: 042, F, 0, 1, 0
2, Run: 043, P, 0, 0, 4
2, Run: 044, F, 0, 1, 0
2, Run: 045, F, 0, 1, 0
2, Run: 046, P, 0, 0, 24
2, Run: 047, P, 0, 0, 7
2, Run: 048, F, 0, 1, 0
2, Run: 049, F, 0, 1, 0
2, Run: 050, F, 0, 1, 0
2, Run: 051, P, 0, 0, 21
2, Run: 052, F, 0, 1, 0
2, Run: 053, F, 0, 1, 0
2, Run: 054, P, 0, 0, 22
2, Run: 055, P, 0, 0, 27
2, Run: 056, P, 0, 0, 25
2, Run: 057, F, 0, 0, 0
2, Run: 058, F, 0, 1, 0
2, Run: 059, F, 0, 1, 0
2, Run: 060, F, 0, 1, 0
2, Run: 061, P, 0, 0, 17
2, Run: 062, F, 0, 1, 0
2, Run: 063, F, 0, 1, 0
2, Run: 064, F, 0, 2, 0
2, Run: 065, P, 0, 0, 31
2, Run: 066, F, 0, 1, 0
2, Run: 067, P, 0, 0, 32
2, Run: 068, P, 0, 0, 1
2, Run: 069, F, 0, 1, 0
2, Run: 070, P, 0, 0, 37
2, Run: 071, F, 0, 1, 0
2, Run: 072, F, 0, 1, 0
2, Run: 073, F, 0, 1, 0
2, Run: 074, P, 0, 0, 3
2, Run: 075, P, 0, 0, 8
2, Run: 076, P, 0, 0, 13
2, Run: 077, F, 0, 2, 0
2, Run: 078, F, 0, 1, 0
2, Run: 079, P, 0, 0, 27
2, Run: 080, F, 0, 1, 0
2, Run: 081, P, 0, 0, 23
2, Run: 082, F, 0, 1, 0
2, Run: 083, F, 0, 1, 0
2, Run: 084, P, 0, 0, 27
2, Run: 085, P, 0, 0, 3
2, Run: 086, F, 0, 1, 0
2, Run: 087, F, 0, 1, 0
2, Run: 088, P, 0, 0, 26
2, Run: 089, P, 0, 0, 9
2, Run: 090, F, 0, 1, 0
2, Run: 091, F, 0, 1, 0
2, Run: 092, F, 0, 1, 0
2, Run: 093, F, 0, 1, 0
2, Run: 094, P, 0, 0, 30
2, Run: 095, P, 0, 0, 10
2, Run: 096, F, 0, 1, 0
2, Run: 097, F, 0, 1, 0
2, Run: 098, P, 0, 0, 30
2, Run: 099, P, 0, 0, 7
2, Run: 100, P, 0, 0, 13
3, Run: 001, F, 0, 1, 0
3, Run: 002, F, 0, 1, 0
3, Run: 003, P, 0, 0, 33
3, Run: 004, F, 0, 1, 0
3, Run: 005, P, 0, 0, 4
3, Run: 006, F, 0, 1, 0
3, Run: 007, F, 0, 1, 0
3, Run: 008, F, 0, 1, 0
3, Run: 009, P, 0, 0, 1
3, Run: 010, P, 0, 0, 9
3, Run: 011, P, 0, 0, 33
3, Run: 012, P, 0, 0, 60
3, Run: 013, F, 0, 2, 0
3, Run: 014, P, 0, 0, 20
3, Run: 015, F, 0, 1, 0
3, Run: 016, F, 0, 1, 0
3, Run: 017, F, 0, 1, 0
3, Run: 018, P, 0, 0, 12
3, Run: 019, P, 0, 0, 13
3, Run: 020, F, 0, 2, 0
3, Run: 021, F, 0, 1, 0
3, Run: 022, P, 0, 0, 36
3, Run: 023, F, 0, 1, 0
3, Run: 024, F, 0, 1, 0
3, Run: 025, P, 0, 0, 8
3, Run: 026, P, 0, 0, 25
3, Run: 027, F, 0, 1, 0
3, Run: 028, F, 0, 2, 0
3, Run: 029, F, 0, 1, 0
3, Run: 030, F, 0, 1, 0
3, Run: 031, P, 0, 0, 29
3, Run: 032, F, 0, 2, 0
3, Run: 033, P, 0, 0, 29
3, Run: 034, P, 0, 0, 26
3, Run: 035, P, 0, 0, 3
3, Run: 036, F, 0, 1, 0
3, Run: 037, F, 0, 2, 0
3, Run: 038, F, 0, 1, 0
3, Run: 039, F, 0, 1, 0
3, Run: 040, P, 0, 0, 11
3, Run: 041, P, 0, 0, 3
3, Run: 042, F, 0, 2, 0
3, Run: 043, P, 0, 0, 15
3, Run: 044, P, 0, 0, 16
3, Run: 045, F, 0, 1, 0
3, Run: 046, P, 0, 0, 45
3, Run: 047, P, 0, 0, 28
3, Run: 048, F, 0, 1, 0
3, Run: 049, P, 0, 0, 2
3, Run: 050, F, 0, 1, 0
3, Run: 051, P, 0, 0, 5
3, Run: 052, F, 0, 1, 0
3, Run: 053, P, 0, 0, 5
3, Run: 054, F, 0, 1, 0
3, Run: 055, F, 0, 1, 0
3, Run: 056, F, 0, 2, 0
3, Run: 057, P, 0, 0, 24
3, Run: 058, F, 0, 1, 0
3, Run: 059, P, 0, 0, 58
3, Run: 060, P, 0, 0, 10
3, Run: 061, P, 0, 0, 20
3, Run: 062, F, 0, 1, 0
3, Run: 063, F, 0, 2, 0
3, Run: 064, F, 0, 1, 0
3, Run: 065, F, 0, 2, 0
3, Run: 066, P, 0, 0, 28
3, Run: 067, P, 0, 0, 17
3, Run: 068, P, 0, 0, 15
3, Run: 069, P, 0, 0, 6
3, Run: 070, P, 0, 0, 46
3, Run: 071, P, 0, 0, 28
3, Run: 072, P, 0, 0, 13
3, Run: 073, P, 0, 0, 55
3, Run: 074, P, 0, 0, 19
3, Run: 075, P, 0, 0, 55
3, Run: 076, P, 0, 0, 15
3, Run: 077, P, 0, 0, 44
3, Run: 078, P, 0, 0, 2
3, Run: 079, F, 0, 1, 0
3, Run: 080, P, 0, 0, 1
3, Run: 081, P, 0, 0, 20
3, Run: 082, F, 0, 1, 0
3, Run: 083, P, 0, 0, 34
3, Run: 084, F, 0, 1, 0
3, Run: 085, F, 0, 1, 0
3, Run: 086, F, 0, 1, 0
3, Run: 087, F, 0, 1, 0
3, Run: 088, P, 0, 0, 24
3, Run: 089, P, 0, 0, 19
3, Run: 090, P, 0, 0, 33
3, Run: 091, F, 0, 2, 0
