Input Number, Run_Number, Result@ 1000, A, B, H, C, T2, R, L4, L1, L5, Y, T1, T3, T4, T5, T6, U, L2, D, L3, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 077, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 94, 63, 115, 3626, 2303, 1548, 1039, 705, 1273, 756, 755, 509, 334, 218, 487, 487, 517, 372, 278, 215, 239, 145
INVAR-1, Run: 078, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 42, 32, 46, 4338, 3141, 2297, 1730, 1271, 1147, 526, 844, 567, 459, 308, 963, 963, 315, 220, 178, 146, 211, 95
INVAR-1, Run: 079, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 55, 48, 109, 3990, 2736, 1934, 1367, 956, 1204, 537, 802, 567, 411, 296, 660, 660, 405, 312, 257, 209, 132, 93
INVAR-1, Run: 080, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 80, 38, 58, 4573, 3099, 2191, 1562, 1149, 1424, 660, 908, 629, 413, 319, 830, 830, 416, 276, 196, 158, 244, 140
INVAR-1, Run: 081, P, 0, 0, 0, 10, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 10, 1, 9, 50, 24, 18, 18, 5119, 3886, 3003, 2308, 1786, 1183, 251, 883, 695, 522, 408, 1378, 1378, 203, 160, 136, 118, 48, 43
INVAR-1, Run: 082, P, 0, 0, 0, 10, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 8, 9, 0, 8, 50, 92, 47, 104, 5003, 3538, 2570, 1854, 1368, 1415, 708, 968, 716, 486, 347, 1021, 1021, 496, 343, 251, 204, 212, 153
INVAR-1, Run: 083, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 89, 51, 291, 2670, 1658, 1093, 711, 450, 962, 761, 565, 382, 261, 151, 299, 299, 635, 531, 442, 391, 126, 104
INVAR-1, Run: 084, P, 0, 0, 0, 10, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 15, 16, 7, 15, 50, 80, 46, 46, 2937, 1993, 1430, 1002, 729, 894, 591, 563, 428, 273, 193, 536, 536, 382, 272, 192, 146, 209, 110
INVAR-1, Run: 085, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 86, 47, 114, 4759, 3284, 2291, 1602, 1112, 1425, 611, 993, 689, 490, 320, 792, 792, 448, 347, 261, 214, 163, 101
INVAR-1, Run: 086, P, 0, 0, 0, 10, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 10, 1, 9, 50, 29, 14, 19, 5360, 3901, 2814, 2076, 1518, 1409, 270, 1087, 738, 558, 405, 1113, 1113, 208, 162, 133, 119, 62, 46
INVAR-1, Run: 087, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 91, 35, 111, 3136, 2010, 1387, 923, 624, 1076, 707, 623, 464, 299, 214, 410, 410, 460, 337, 246, 211, 247, 123
INVAR-1, Run: 088, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 39, 28, 47, 7732, 5810, 4461, 3407, 2625, 1872, 385, 1349, 1054, 782, 573, 2052, 2052, 273, 214, 175, 147, 112, 59
INVAR-1, Run: 089, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 133, 66, 113, 4928, 3264, 2262, 1530, 1072, 1614, 945, 1002, 732, 458, 322, 750, 750, 603, 412, 279, 213, 342, 191
INVAR-1, Run: 090, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 85, 37, 60, 4621, 3180, 2293, 1651, 1199, 1391, 595, 887, 642, 452, 313, 886, 886, 395, 282, 197, 160, 200, 113
INVAR-1, Run: 091, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 89, 50, 49, 5395, 3786, 2729, 1937, 1405, 1559, 662, 1057, 792, 532, 353, 1052, 1052, 414, 288, 199, 149, 248, 126
INVAR-1, Run: 092, P, 10, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 7, 8, 6, 50, 83, 41, 78, 3962, 2647, 1775, 1228, 843, 1265, 662, 872, 547, 385, 239, 604, 604, 456, 302, 219, 178, 206, 154
INVAR-1, Run: 093, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 64, 49, 86, 3671, 2512, 1766, 1293, 916, 1109, 637, 746, 473, 377, 251, 665, 665, 435, 299, 235, 186, 202, 136
INVAR-1, Run: 094, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 76, 51, 101, 4774, 3489, 2543, 1890, 1398, 1235, 611, 946, 653, 492, 352, 1046, 1046, 444, 328, 252, 201, 167, 116
INVAR-1, Run: 095, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 65, 33, 107, 5129, 3728, 2778, 2081, 1558, 1351, 667, 950, 697, 523, 372, 1186, 1186, 437, 305, 240, 207, 230, 132
INVAR-1, Run: 096, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 84, 45, 51, 4082, 2946, 2173, 1589, 1207, 1086, 736, 773, 584, 382, 319, 888, 888, 415, 280, 196, 151, 321, 135
INVAR-1, Run: 097, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 30, 18, 15, 5553, 4177, 3168, 2446, 1884, 1326, 328, 1009, 722, 562, 400, 1484, 1484, 227, 163, 133, 115, 101, 64
INVAR-1, Run: 098, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 62, 37, 49, 4196, 2848, 1998, 1441, 1017, 1298, 558, 850, 557, 424, 296, 721, 721, 352, 248, 186, 149, 206, 104
INVAR-1, Run: 099, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 146, 78, 251, 3679, 2291, 1452, 935, 603, 1338, 1104, 839, 517, 332, 212, 391, 391, 766, 575, 429, 351, 338, 191
INVAR-1, Run: 100, P, 0, 10, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 1, 9, 50, 113, 57, 104, 5607, 3886, 2791, 1987, 1444, 1671, 919, 1095, 804, 543, 385, 1059, 1059, 565, 374, 261, 204, 354, 191
INVAR-2, Run: 001, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 609, 619, 529, 609, 50, 87, 38, 57, 5551, 3854, 2753, 1964, 1385, 1647, 3005, 1101, 789, 579, 391, 994, 994, 577, 282, 195, 157, 2428, 295
INVAR-2, Run: 002, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 2, 12, 92, 50, 92, 46, 149, 4416, 3003, 2116, 1488, 1042, 1363, 1784, 887, 628, 446, 322, 720, 720, 642, 387, 295, 249, 1142, 255
INVAR-2, Run: 003, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 95, 105, 115, 95, 50, 140, 80, 144, 3312, 2061, 1329, 889, 612, 1201, 2151, 732, 440, 277, 206, 406, 406, 803, 464, 324, 244, 1348, 339
INVAR-2, Run: 004, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 301, 311, 221, 301, 50, 79, 44, 59, 3640, 2389, 1646, 1177, 826, 1201, 2396, 743, 469, 351, 228, 598, 598, 556, 282, 203, 159, 1840, 274
INVAR-2, Run: 005, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 0, 10, 90, 50, 167, 114, 222, 2668, 1463, 855, 522, 304, 1155, 1994, 608, 333, 218, 120, 184, 184, 928, 603, 436, 322, 1066, 325
INVAR-2, Run: 006, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 309, 319, 229, 309, 50, 131, 56, 131, 3850, 2370, 1556, 1031, 690, 1430, 2631, 814, 525, 341, 218, 472, 472, 761, 418, 287, 231, 1870, 343
INVAR-2, Run: 007, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 343, 353, 363, 343, 50, 108, 55, 98, 3764, 2525, 1750, 1225, 849, 1189, 2830, 775, 525, 376, 240, 609, 609, 717, 361, 253, 198, 2113, 356
INVAR-2, Run: 008, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 301, 211, 221, 301, 50, 118, 81, 153, 5110, 3255, 2116, 1435, 961, 1805, 2552, 1139, 681, 474, 319, 642, 642, 759, 452, 334, 253, 1793, 307
INVAR-2, Run: 009, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 319, 329, 239, 319, 50, 106, 51, 75, 5074, 3604, 2631, 1887, 1380, 1420, 2519, 973, 744, 507, 341, 1039, 1039, 635, 332, 226, 175, 1884, 303
INVAR-2, Run: 010, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 89, 99, 9, 89, 50, 124, 66, 116, 4385, 3014, 2149, 1520, 1095, 1321, 1975, 865, 629, 425, 304, 791, 791, 751, 406, 282, 216, 1224, 345
INVAR-2, Run: 011, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 91, 101, 11, 91, 50, 76, 62, 138, 4075, 2611, 1751, 1194, 822, 1414, 1691, 860, 557, 372, 257, 565, 565, 620, 376, 300, 238, 1071, 244
INVAR-2, Run: 012, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 13, 93, 50, 102, 43, 47, 4987, 3532, 2602, 1929, 1433, 1405, 1588, 930, 673, 496, 385, 1048, 1048, 528, 292, 190, 147, 1060, 236
INVAR-2, Run: 013, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 317, 227, 237, 317, 50, 83, 45, 55, 3461, 2344, 1621, 1130, 785, 1067, 2395, 723, 491, 345, 213, 572, 572, 588, 283, 200, 155, 1807, 305
INVAR-2, Run: 014, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 91, 1, 11, 91, 50, 60, 10, 15, 5305, 3945, 2979, 2294, 1775, 1310, 1352, 966, 685, 519, 420, 1355, 1355, 347, 185, 125, 115, 1005, 162
INVAR-2, Run: 015, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 685, 595, 605, 685, 50, 67, 22, 21, 4224, 3178, 2399, 1831, 1407, 996, 2884, 779, 568, 424, 338, 1069, 1069, 483, 210, 143, 121, 2401, 273
INVAR-2, Run: 016, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 100, 10, 90, 50, 55, 23, 19, 5032, 3697, 2728, 1970, 1504, 1285, 1355, 969, 758, 466, 351, 1153, 1153, 384, 197, 142, 119, 971, 187
INVAR-2, Run: 017, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 0, 10, 90, 50, 103, 53, 197, 3624, 2314, 1536, 1020, 697, 1260, 1861, 778, 516, 323, 226, 471, 471, 732, 453, 350, 297, 1129, 279
INVAR-2, Run: 018, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 198, 108, 118, 198, 50, 96, 52, 72, 4379, 3039, 2153, 1547, 1102, 1290, 2149, 886, 606, 445, 288, 814, 814, 599, 320, 224, 172, 1550, 279
INVAR-2, Run: 019, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 89, 99, 109, 89, 50, 70, 32, 77, 4427, 3143, 2243, 1611, 1206, 1234, 1581, 900, 632, 405, 327, 879, 879, 489, 279, 209, 177, 1092, 210
INVAR-2, Run: 020, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 193, 103, 113, 193, 50, 55, 22, 51, 4311, 3115, 2296, 1696, 1276, 1146, 2049, 819, 600, 420, 296, 980, 980, 473, 228, 173, 151, 1576, 245
INVAR-2, Run: 021, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 548, 458, 468, 548, 50, 70, 37, 58, 4856, 3715, 2834, 2212, 1738, 1091, 2909, 881, 622, 474, 364, 1374, 1374, 514, 265, 195, 158, 2395, 249
INVAR-2, Run: 022, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 95, 5, 15, 95, 50, 57, 22, 10, 5523, 4082, 3000, 2240, 1699, 1391, 1228, 1082, 760, 541, 367, 1332, 1332, 363, 189, 132, 110, 865, 174
INVAR-2, Run: 023, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 558, 468, 478, 558, 50, 92, 33, 62, 3432, 2292, 1564, 1071, 776, 1090, 3031, 728, 493, 295, 255, 521, 521, 563, 287, 195, 162, 2468, 276
INVAR-2, Run: 024, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 2, 12, 92, 50, 115, 50, 99, 6067, 4144, 2875, 2017, 1404, 1873, 1751, 1269, 858, 613, 419, 985, 985, 629, 364, 249, 199, 1122, 265
INVAR-2, Run: 025, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 195, 105, 115, 195, 50, 127, 69, 227, 3760, 2290, 1458, 926, 619, 1420, 2483, 832, 532, 307, 207, 412, 412, 841, 523, 396, 327, 1642, 318
INVAR-2, Run: 026, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 89, 99, 9, 89, 50, 67, 33, 45, 4657, 3305, 2398, 1740, 1265, 1302, 1507, 907, 658, 475, 339, 926, 926, 439, 245, 178, 145, 1068, 194
INVAR-2, Run: 027, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 89, 99, 9, 89, 50, 58, 18, 12, 4636, 3544, 2771, 2180, 1714, 1042, 1545, 773, 591, 466, 362, 1352, 1352, 408, 188, 130, 112, 1137, 220
INVAR-2, Run: 028, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 95, 105, 15, 95, 50, 111, 51, 114, 4517, 3027, 2063, 1424, 986, 1440, 1767, 964, 639, 438, 310, 676, 676, 642, 376, 265, 214, 1125, 266
INVAR-2, Run: 029, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 536, 546, 456, 536, 50, 76, 42, 56, 4630, 3226, 2339, 1718, 1298, 1354, 2891, 887, 621, 420, 354, 944, 944, 614, 274, 198, 156, 2277, 340
INVAR-2, Run: 030, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 113, 93, 50, 133, 77, 161, 2984, 1886, 1284, 856, 618, 1048, 1957, 602, 428, 238, 188, 430, 430, 788, 471, 338, 261, 1169, 317
INVAR-2, Run: 031, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 695, 705, 615, 695, 50, 110, 59, 83, 4903, 3397, 2417, 1753, 1265, 1456, 3015, 980, 664, 488, 343, 922, 922, 627, 352, 242, 183, 2388, 275
INVAR-2, Run: 032, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 298, 308, 218, 298, 50, 123, 58, 139, 4134, 2657, 1739, 1164, 785, 1427, 2791, 918, 575, 379, 233, 552, 552, 761, 420, 297, 239, 2030, 341
INVAR-2, Run: 033, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 432, 442, 352, 432, 50, 112, 74, 180, 2611, 1605, 991, 641, 439, 956, 3009, 614, 350, 202, 160, 279, 279, 815, 466, 354, 280, 2194, 349
INVAR-2, Run: 034, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 100, 10, 90, 50, 126, 72, 154, 2254, 1236, 762, 466, 290, 968, 1946, 474, 296, 176, 97, 193, 193, 793, 452, 326, 254, 1153, 341
INVAR-2, Run: 035, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 95, 105, 15, 95, 50, 103, 41, 75, 4581, 3191, 2250, 1599, 1133, 1340, 1817, 941, 651, 466, 332, 801, 801, 581, 319, 216, 175, 1236, 262
INVAR-2, Run: 036, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 113, 93, 50, 81, 28, 40, 4683, 3382, 2448, 1813, 1300, 1251, 1733, 934, 635, 513, 326, 974, 974, 500, 249, 168, 140, 1233, 251
INVAR-2, Run: 037, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 396, 406, 416, 396, 50, 97, 41, 30, 6290, 4688, 3499, 2636, 1961, 1552, 2865, 1189, 863, 675, 442, 1519, 1519, 581, 268, 171, 130, 2284, 313
INVAR-2, Run: 038, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 597, 607, 517, 597, 50, 74, 38, 61, 2616, 1726, 1179, 850, 599, 840, 2855, 547, 329, 251, 172, 427, 427, 516, 273, 199, 161, 2339, 243
INVAR-2, Run: 039, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 113, 93, 50, 96, 58, 64, 3842, 2599, 1824, 1316, 959, 1193, 1722, 775, 508, 357, 229, 730, 730, 577, 318, 222, 164, 1145, 259
INVAR-2, Run: 040, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 102, 12, 92, 50, 70, 35, 37, 4547, 3213, 2290, 1660, 1164, 1284, 1496, 923, 630, 496, 315, 849, 849, 459, 242, 172, 137, 1037, 217
INVAR-2, Run: 041, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 100, 10, 90, 50, 73, 40, 28, 4926, 3574, 2642, 1950, 1490, 1302, 1508, 932, 692, 460, 352, 1138, 1138, 501, 241, 168, 128, 1007, 260
INVAR-2, Run: 042, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 226, 236, 246, 226, 50, 104, 47, 62, 3175, 2144, 1538, 1081, 775, 981, 2469, 606, 457, 306, 235, 540, 540, 641, 313, 209, 162, 1828, 328
INVAR-2, Run: 043, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 102, 12, 92, 50, 125, 63, 110, 4080, 2706, 1901, 1342, 974, 1324, 1914, 805, 559, 368, 299, 675, 675, 705, 398, 273, 210, 1209, 307
INVAR-2, Run: 044, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 2, 12, 92, 50, 145, 82, 222, 3155, 1872, 1153, 706, 454, 1233, 1949, 719, 447, 252, 170, 284, 284, 856, 549, 404, 322, 1093, 307
INVAR-2, Run: 045, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 13, 93, 50, 61, 19, 13, 4001, 2877, 2080, 1520, 1109, 1074, 1377, 797, 560, 411, 287, 822, 822, 413, 193, 132, 113, 964, 220
INVAR-2, Run: 046, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 99, 109, 19, 99, 50, 95, 41, 60, 4239, 2850, 1999, 1430, 1065, 1339, 1672, 851, 569, 365, 288, 777, 777, 557, 296, 201, 160, 1115, 261
INVAR-2, Run: 047, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 309, 219, 229, 309, 50, 110, 51, 118, 3582, 2282, 1517, 1005, 712, 1250, 2587, 765, 512, 293, 229, 483, 483, 669, 379, 269, 218, 1918, 290
INVAR-2, Run: 048, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 326, 336, 346, 326, 50, 100, 27, 29, 4459, 3234, 2441, 1811, 1369, 1175, 2720, 793, 630, 442, 349, 1020, 1020, 569, 256, 156, 129, 2151, 313
INVAR-2, Run: 049, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 113, 93, 50, 98, 46, 86, 3985, 2682, 1856, 1295, 921, 1253, 1752, 826, 561, 374, 270, 651, 651, 604, 330, 232, 186, 1148, 274
INVAR-2, Run: 050, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 13, 93, 50, 103, 51, 111, 4299, 2778, 1862, 1224, 846, 1471, 1482, 916, 638, 378, 285, 561, 561, 615, 365, 262, 211, 867, 250
INVAR-2, Run: 051, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 545, 455, 465, 545, 50, 96, 49, 61, 3558, 2393, 1651, 1184, 843, 1115, 3004, 742, 467, 341, 235, 608, 608, 587, 306, 210, 161, 2417, 281
INVAR-2, Run: 052, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 0, 10, 90, 50, 85, 25, 24, 5113, 3849, 2938, 2242, 1718, 1214, 1848, 911, 696, 524, 416, 1302, 1302, 537, 234, 149, 124, 1311, 303
